245004.0000 139293.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -111.0000 -1.0000 -1.0000 1265920.0000 
245005.0000 139284.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -214.0000 -1.0000 -1.0000 1266033.0000 
245006.0000 139368.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -182.0000 -1.0000 -1.0000 1266668.0000 
245007.0000 139482.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -105.0000 -1.0000 -1.0000 1266182.0000 
245008.6094 139502.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 123.0000 -1.0000 -1.0000 1266380.0000 
245010.0000 139402.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 369.0000 -1.0000 -1.0000 1265670.0000 
245011.0000 139286.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 600.0000 -1.0000 -1.0000 1265295.0000 
245012.0000 139259.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 627.0000 -1.0000 -1.0000 1266788.0000 
245013.0000 139295.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 639.0000 -1.0000 -1.0000 1266241.0000 
245014.0000 139295.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 278.0000 -1.0000 -1.0000 1265421.0000 
245015.0000 139291.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 71.0000 -1.0000 -1.0000 1267552.0000 
245017.0000 139207.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 -1013.0000 -1.0000 -1.0000 1266768.0000 
245018.0000 139263.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 -893.0000 -1.0000 -1.0000 1267542.0000 
245019.0000 139361.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 -625.0000 -1.0000 -1.0000 1266487.0000 
245020.0000 139361.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 20.0000 -1.0000 -1.0000 1265871.0000 
245021.0000 139429.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 237.0000 -1.0000 -1.0000 1266929.0000 
245022.0000 139437.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 261.0000 -1.0000 -1.0000 1266527.0000 
245023.6094 139352.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 -144.0000 -1.0000 -1.0000 1266857.0000 
245025.0000 139352.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 -442.0000 -1.0000 -1.0000 1266403.0000 
245026.0000 139313.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 -434.0000 -1.0000 -1.0000 1265184.0000 
245027.0000 139295.0000 -1.0000 0.0000 1525.0000 -1.0000 0.0000 -340.0000 -1.0000 -1.0000 1265580.0000 
245028.0000 139283.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 -279.0000 -1.0000 -1.0000 1266403.0000 
245029.0000 139284.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 -66.0000 -1.0000 -1.0000 1266209.0000 
245030.2031 139325.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 395.0000 -1.0000 -1.0000 1267183.0000 
245032.0000 139402.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 494.0000 -1.0000 -1.0000 1266530.0000 
245033.0000 139446.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 266.0000 -1.0000 -1.0000 1265879.0000 
245034.0000 139404.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 305.0000 -1.0000 -1.0000 1267207.0000 
245035.0000 139323.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 584.0000 -1.0000 -1.0000 1267351.0000 
245036.0000 139296.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 633.0000 -1.0000 -1.0000 1266290.0000 
245037.0000 139296.0000 -1.0000 0.0000 1526.0000 -1.0000 0.0000 413.0000 -1.0000 -1.0000 1266740.0000 
245039.0000 139399.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -24.0000 -1.0000 -1.0000 1266592.0000 
245040.0000 139409.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -369.0000 -1.0000 -1.0000 1266291.0000 
245041.0000 139383.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -577.0000 -1.0000 -1.0000 1265777.0000 
245042.0000 139383.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -662.0000 -1.0000 -1.0000 1265512.0000 
245043.0000 139377.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -655.0000 -1.0000 -1.0000 1266228.0000 
245044.0000 139420.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -606.0000 -1.0000 -1.0000 1266485.0000 
245045.5000 139446.0000 -1.0000 0.0000 1528.0000 -1.0000 0.0000 -117.0000 -1.0000 -1.0000 1266833.0000 
